1,5.47
2,7.05
3,5.87
4,5.24
5,5.96
6,4.82
7,6.82
8,6.00
9,5.71
10,5.04
11,7.22
12,6.79
13,6.96
14,7.02
15,5.28
16,6.56
17,5.51
18,6.58
19,6.59
20,3.54
21,3.92
22,6.08
23,7.59
24,5.94
25,6.67
26,6.59
27,5.56
28,7.89
29,6.94
30,6.90
31,6.31
32,6.02
33,6.15
34,4.31
35,4.71
36,5.81
37,7.28
38,5.92
39,7.06
40,7.51
41,6.67
42,6.16
43,7.87
44,5.99
45,6.65
46,4.43
47,7.44
48,6.41
49,7.27
50,7.02
51,7.20
52,6.14
53,4.15
54,5.18
55,5.76
56,6.59
57,7.32
58,5.17
59,6.80
60,4.10
61,6.58
62,6.24
63,7.24
64,6.37
65,6.06
66,6.96
67,6.71
68,3.88
69,6.06
70,8.30
71,-2.43
72,7.40
73,5.57
74,6.32
75,6.70
76,6.73
77,5.52
78,6.37
79,5.58
80,7.03
81,5.98
82,7.51
83,7.34
84,8.32
85,6.18
86,6.11
87,3.86
88,4.46
89,6.30
90,6.78
91,6.27
92,7.32
93,5.19
94,7.82
95,5.49
96,7.57
97,7.44
98,7.26
99,7.12
100,3.92
101,5.94
102,7.41
103,6.25
104,6.98
105,5.62
106,7.87
107,6.86
108,4.88
109,4.97
110,7.33
111,6.26
112,3.86
113,6.40
114,7.48
115,4.48
116,5.05
117,5.97
118,5.69
119,6.89
120,5.76
121,8.28
122,6.80
123,5.92
124,7.45
125,7.52
126,5.34
127,6.85
128,6.91
129,6.26
130,7.45
131,4.94
132,5.08
133,7.02
134,4.59
135,7.47
136,2.17
137,8.17
138,7.35
139,5.35
140,5.16
141,3.61
142,5.36
143,6.19
144,7.91
145,5.17
146,7.16
147,5.71
148,6.57
149,6.67
150,6.72
151,5.20
152,6.96
153,5.46
154,4.70
155,0.61
156,4.19
157,6.26
158,5.77
159,7.10
160,2.67
161,6.69
162,6.78
163,6.89
164,5.60
165,5.76
166,1.94
167,7.11
168,6.75
169,2.74
170,5.03
171,6.62
172,6.84
173,5.20
174,6.41
175,5.59
176,6.84
177,7.00
178,3.75
179,7.74
180,6.87
181,7.20
182,5.04
183,4.74
184,4.16
185,4.83
186,6.22
187,5.10
188,4.67
189,7.14
190,7.27
191,2.31
192,4.31
193,6.85
194,6.32
195,4.82
196,6.23
197,5.25
198,7.51
199,3.97
200,5.35
201,6.21
202,5.52
203,1.56
204,7.33
205,4.45
206,4.80
207,6.44
208,6.25
209,6.77
210,7.36
211,6.82
212,5.68
213,6.28
214,6.60
215,0.69
216,6.77
217,7.53
218,5.78
219,6.49
220,7.02
221,7.52
222,4.25
223,3.09
224,5.66
225,5.78
226,6.41
227,4.90
228,5.38
229,5.33
230,7.36
231,6.82
232,5.80
233,4.97
234,6.30
235,7.59
236,5.36
237,7.36
238,5.98
239,5.80
240,0.10
241,7.03
242,5.38
243,7.45
244,6.91
245,5.04
246,7.29
247,2.61
248,5.75
249,5.19
250,7.16
251,5.51
252,7.07
253,7.38
254,5.31
255,6.59
256,5.67
257,5.63
258,5.80
259,6.59
260,6.03
261,6.44
262,6.35
263,6.26
264,6.19
265,1.26
266,2.82
267,7.32
268,7.45
269,1.36
270,2.46
271,7.00
272,6.77
273,8.25
274,3.65
275,4.81
276,3.65
277,7.31
278,3.12
279,4.31
280,6.87
281,6.83
282,7.29
283,6.64
284,6.37
285,7.61
286,7.01
287,7.09
288,7.55
289,6.32
290,5.00
291,6.98
292,6.69
293,6.70
294,7.31
295,6.29
296,6.12
297,5.70
298,4.67
299,6.88
300,7.26
301,2.78
302,6.33
303,5.26
304,4.31
305,3.27
306,4.61
307,2.65
308,5.78
309,5.01
310,0.00
311,6.19
312,4.34
313,7.76
314,4.04
315,0.62
316,7.07
317,6.22
318,6.00
319,-1.94
320,6.35
321,4.72
322,7.33
323,6.95
324,7.87
325,4.86
326,4.22
327,4.27
328,6.96
329,5.76
330,5.89
331,7.54
332,7.05
333,8.33
334,5.92
335,4.86
336,3.90
337,6.07
338,6.33
339,7.35
340,6.73
341,6.27
342,3.55
343,7.05
344,3.75
345,5.89
346,5.30
347,5.99
348,6.13
349,6.75
350,2.43
351,7.30
352,7.44
353,4.83
354,5.26
355,2.75
356,-0.55
357,7.17
358,4.61
359,5.67
360,7.19
361,3.73
362,5.95
363,7.14
364,6.28
365,3.35
366,7.44
367,4.20
368,4.63
369,5.15
370,4.99
371,6.80
372,2.56
373,6.95
374,1.33
375,7.35
376,6.02
377,2.80
378,6.73
379,6.80
380,2.85
381,6.17
382,7.46
383,7.64
384,7.62
385,3.06
386,3.12
387,5.22
388,7.05
389,6.43
390,7.82
391,7.31
392,5.97
393,6.57
394,6.30
395,4.90
396,6.63
397,7.18
398,8.38
399,6.99
400,6.80
401,3.85
402,5.50
403,6.20
404,7.63
405,4.85
406,5.97
407,5.07
408,6.08
409,6.74
410,5.84
411,5.00
412,4.98
413,4.52
414,7.78
415,7.97
416,6.68
417,6.56
418,5.55
419,5.95
420,5.68
421,3.62
422,7.39
423,6.58
424,4.71
425,6.01
426,7.00
427,2.27
428,3.59
429,6.20
430,3.83
431,7.41
432,6.85
433,6.38
434,5.14
435,7.50
436,2.91
437,5.69
438,6.28
439,7.63
440,6.81
441,1.59
442,7.60
443,7.28
444,5.30
445,1.68
446,5.49
447,7.25
448,7.69
449,6.36
450,7.42
451,6.65
452,7.37
453,6.92
454,5.08
455,4.53
456,7.02
457,5.55
458,5.69
459,7.26
460,4.44
461,4.70
462,4.70
463,6.00
464,1.61
465,7.74
466,2.54
467,7.88
468,2.78
469,5.45
470,6.54
471,7.40
472,7.85
473,6.73
474,4.53
475,7.54
476,7.51
477,7.78
478,3.02
479,7.16
480,7.75
481,5.12
482,7.30
483,6.00
484,6.17
485,6.24
486,6.44
487,6.39
488,6.55
489,6.30
490,6.67
491,5.37
492,7.53
493,6.75
494,7.91
495,5.42
496,7.04
497,5.03
498,4.03
499,6.50
500,7.48
501,1.85
502,0.31
503,6.01
504,7.16
505,4.33
506,6.27
507,5.98
508,6.01
509,6.85
510,5.82
511,6.35
512,3.71
513,7.02
514,4.36
515,5.04
516,7.51
517,6.76
518,5.16
519,5.24
520,6.58
521,6.71
522,5.66
523,4.19
524,7.95
525,6.54
526,6.09
527,3.65
528,6.10
529,6.16
530,4.39
531,6.34
532,5.97
533,7.01
534,7.00
535,8.04
536,6.97
537,5.68
538,6.69
539,6.86
540,1.99
541,3.53
542,7.45
543,7.16
544,7.30
545,7.18
546,5.34
547,4.16
548,2.49
549,6.37
550,6.26
551,5.47
552,5.55
553,5.01
554,4.97
555,6.76
556,4.50
557,5.89
558,5.99
559,5.78
560,7.70
561,1.83
562,3.32
563,6.39
564,5.99
565,6.23
566,6.42
567,1.92
568,6.62
569,4.79
570,6.56
571,7.33
572,5.73
573,6.29
574,6.95
575,6.41
576,7.46
577,5.15
578,6.88
579,7.86
580,1.22
581,5.67
582,6.74
583,7.34
584,6.04
585,2.15
586,1.54
587,5.71
588,7.47
589,4.56
590,6.49
591,7.51
592,7.78
593,0.11
594,6.72
595,6.44
596,4.15
597,7.36
598,4.59
599,3.36
600,7.62
601,4.85
602,6.34
603,5.51
604,7.40
605,6.62
606,2.96
607,6.71
608,5.97
609,7.66
610,3.05
611,7.58
612,6.13
613,7.30
614,4.22
615,2.13
616,7.48
617,6.60
618,5.63
619,2.34
620,7.27
621,8.42
622,6.44
623,7.27
624,8.09
625,6.46
626,7.79
627,1.82
628,6.33
629,6.32
630,3.59
631,6.57
632,5.73
633,6.55
634,7.35
635,4.21
636,4.50
637,5.09
638,6.98
639,2.60
640,6.65
641,6.58
642,7.97
643,7.35
644,6.85
645,8.31
646,7.30
647,5.73
648,7.44
649,6.79
650,4.73
651,6.57
652,5.10
653,7.52
654,4.50
655,5.64
656,7.33
657,8.30
658,5.55
659,7.16
660,4.96
661,2.28
662,0.64
663,4.91
664,6.09
665,2.63
666,6.03
667,4.88
668,4.98
669,6.74
670,5.07
671,4.74
672,6.21
673,3.70
674,7.32
675,5.01
676,3.17
677,6.28
678,7.28
679,7.52
680,4.02
681,6.88
682,7.32
683,6.73
684,6.73
685,7.40
686,3.37
687,6.24
688,7.06
689,6.88
690,3.35
691,1.96
692,7.51
693,4.68
694,7.34
695,7.40
696,7.14
697,6.32
698,6.80
699,3.45
700,5.70
701,6.27
702,3.82
703,4.60
704,6.74
705,5.44
706,2.54
707,6.61
708,5.94
709,6.38
710,7.21
711,6.17
712,3.95
713,7.35
714,4.93
715,7.07
716,7.13
717,4.77
718,3.54
719,6.67
720,6.63
721,6.32
722,7.28
723,7.05
724,6.24
725,6.47
726,7.46
727,6.59
728,7.55
729,4.34
730,3.05
731,7.37
732,3.94
733,6.04
734,4.20
735,6.67
736,6.78
737,7.40
738,4.80
739,6.22
740,6.11
741,6.63
742,6.29
743,5.99
744,4.94
745,5.03
746,6.97
747,6.19
748,6.78
749,5.60
750,2.36
751,7.48
752,3.51
753,5.58
754,4.51
755,6.68
756,7.91
757,7.72
758,1.90
759,5.90
760,7.72
761,6.53
762,5.10
763,7.23
764,4.79
765,6.23
766,5.50
767,5.80
768,4.61
769,1.24
770,2.84
771,7.45
772,5.11
773,1.32
774,4.36
775,6.74
776,5.47
777,6.50
778,5.99
779,5.37
780,6.00
781,6.81
782,6.79
783,1.26
784,6.12
785,7.51
786,2.41
787,5.29
788,7.24
789,7.12
790,3.73
791,5.65
792,6.44
793,5.89
794,7.06
795,2.40
796,5.00
797,5.87
798,7.16
799,5.69
800,3.28
801,7.52
802,2.42
803,7.80
804,6.41
805,5.48
806,1.99
807,2.44
808,5.02
809,5.91
810,7.37
811,6.68
812,6.84
813,6.25
814,8.37
815,7.28
816,5.56
817,0.04
818,6.56
819,4.95
820,4.68
821,4.08
822,6.81
823,5.16
824,5.90
825,7.25
826,7.25
827,5.98
828,7.70
829,5.42
830,5.09
831,5.98
832,5.09
833,4.12
834,5.78
835,7.36
836,7.31
837,7.31
838,5.06
839,4.86
840,6.75
841,7.09
842,6.21
843,2.58
844,6.52
845,5.80
846,6.62
847,7.87
848,6.57
849,6.84
850,2.82
851,7.93
852,7.73
853,1.97
854,7.19
855,7.32
856,6.27
857,5.86
858,2.43
859,3.14
860,-0.44
861,4.71
862,3.21
863,7.83
864,7.34
865,5.34
866,5.95
867,5.76
868,7.01
869,6.38
870,4.81
871,5.69
872,4.15
873,5.73
874,5.57
875,6.17
876,7.39
877,4.20
878,4.90
879,2.76
880,5.54
881,8.38
882,6.90
883,4.25
884,7.13
885,3.57
886,4.22
887,5.66
888,1.87
889,6.62
890,7.29
891,7.18
892,4.82
893,5.83
894,4.25
895,6.22
896,4.11
897,6.83
898,2.94
899,3.03
900,7.08
901,4.06
902,7.56
903,5.73
904,6.83
905,7.96
906,6.27
907,4.41
908,7.16
909,4.03
910,5.80
911,6.99
912,7.64
913,5.44
914,5.20
915,7.32
916,6.76
917,7.62
918,7.16
919,3.52
920,7.00
921,4.87
922,6.39
923,4.96
924,7.23
925,6.27
926,5.92
927,5.37
928,7.39
929,4.94
930,4.79
931,7.47
932,7.04
933,6.46
934,5.06
935,7.90
936,6.97
937,5.60
938,4.87
939,5.65
940,2.95
941,5.66
942,6.90
943,6.74
944,7.15
945,7.39
946,5.41
947,7.16
948,5.03
949,5.89
950,6.04
951,5.86
952,3.87
953,6.27
954,7.21
955,7.13
956,6.04
957,5.20
958,6.60
959,3.76
960,6.39
961,7.43
962,6.49
963,4.91
964,6.73
965,5.08
